Дата i час операції,Деталі операції,MCC,Сума в валюті картки (UAH),Сума в валюті операції,Валюта,Курс,Сума комісій (UAH),Сума кешбеку (UAH),Залишок після операції
11.08.2024 12:19:14,Списання Allegro,5262,-1231.79,-128.71,PLN,10.8096,—,—,
